10000	24883340.000000
10500	52352898.000000
11000	82531964.000000
11500	115566319.000000
12000	151578477.000000
12500	190601407.000000
13000	232728304.000000
13500	278192870.000000
14000	327020956.000000
14500	379532002.000000
15000	435532075.000000
15500	495278441.000000
16000	558888260.000000
16500	626407688.000000
17000	698178708.000000
17500	774221732.000000
18000	854678143.000000
18500	939711072.000000
19000	1029471634.000000
19500	1123893337.000000
20000	1223132635.000000
