10000	2.000848
10500	2.235660
11000	2.539837
11500	2.573176
12000	2.921424
12500	3.240885
13000	3.342412
13500	3.629394
14000	4.415431
14500	4.363968
15000	4.525942
15500	4.709466
16000	5.098843
16500	5.572360
17000	5.700779
17500	6.223539
18000	6.965534
18500	6.896625
19000	7.301644
19500	7.580402
20000	8.068133
