100000	941294.000000
150000	1442602.000000
200000	1950594.000000
250000	2428546.000000
300000	2926381.000000
350000	3432226.000000
400000	3961495.000000
450000	4427070.000000
500000	4932235.000000
550000	5451585.000000
600000	5925443.000000
650000	6413522.000000
700000	6927018.000000
750000	7454610.000000	
800000	7955055.000000
850000	8431648.000000
900000	8951791.000000
950000	9441181.000000
1000000	9917722.000000

