100000	99999.000000
150000	249998.000000
200000	449997.000000
250000	699996.000000
300000	999995.000000
350000	1349994.000000
400000	1749993.000000
450000	2199992.000000
500000	2699991.000000
550000	3249990.000000
600000	3849989.000000
650000	4499988.000000
700000	5199987.000000
750000	5949986.000000
800000	6749985.000000
850000	7599984.000000
900000	8499983.000000
950000	9449982.000000
1000000	10449981.000000
